auction_id,project_auction_start,project_auction_end,project_auction_online,project_accountmanager,project_businessline,project_businessunit,main_category,is_homedelivery,is_public,is_automatic_credit
45175,2020-01-23T11:00:00,2020-01-30T18:02:00,2020-01-23T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45183,2020-01-12T13:00:00,2020-01-13T10:00:00,2020-01-10T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45184,2020-01-13T13:00:00,2020-01-14T10:00:00,2020-01-10T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45191,2020-01-18T22:00:00,2020-01-19T17:00:00,2020-01-10T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45194,2020-02-17T16:00:00,2020-02-24T17:01:00,2020-02-14T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45201,2020-01-24T16:00:00,2020-02-02T19:01:00,2020-01-20T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45228,2020-01-13T16:01:00,2020-01-19T17:01:00,2020-01-10T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
45229,2020-02-03T16:00:00,2020-02-17T18:01:00,2020-01-31T00:00:00,102,001. Seller location,Consumer & Small Business,NULL,0,0,0
45230,2020-01-04T16:00:00,2020-01-15T18:01:00,2020-01-03T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,0,0
45235,2020-02-06T16:00:00,2020-02-13T17:32:00,2020-01-31T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45248,2020-01-20T16:00:00,2020-02-04T17:01:00,2020-01-17T00:00:00,105,001. Seller location,Consumer & Small Business,NULL,0,1,0
45250,2020-01-24T16:00:00,2020-02-05T17:01:00,2020-01-22T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
45253,2020-01-19T22:00:00,2020-01-20T20:00:00,2020-01-17T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45254,2020-01-20T22:00:00,2020-01-21T20:00:00,2020-01-17T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45255,2020-01-21T22:00:00,2020-01-22T20:00:00,2020-01-17T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45266,2020-01-25T22:00:00,2020-01-26T17:00:00,2020-01-17T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45267,2020-01-11T16:00:00,2020-01-19T18:30:00,2020-01-09T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45276,2020-01-10T11:00:00,2020-01-18T18:02:00,2020-01-08T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45280,2020-01-25T11:00:00,2020-02-02T18:32:00,2020-01-24T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45205,2020-01-21T16:00:00,2020-02-03T17:01:00,2020-01-17T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,Horeca,0,1,0
45208,2020-01-09T16:00:00,2020-01-17T18:01:00,2020-01-08T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Houtindustrie,0,0,0
45103,2019-12-24T13:00:00,2020-01-06T14:00:00,2019-12-20T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45110,2020-01-03T16:00:00,2020-01-07T19:01:00,2020-01-02T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45111,2020-01-03T16:00:00,2020-01-08T19:01:00,2020-01-02T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45113,2020-01-08T16:00:00,2020-01-12T19:01:00,2020-01-07T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45125,2020-01-22T16:00:00,2020-01-26T19:01:00,2020-01-21T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45128,2020-01-24T16:00:00,2020-01-28T19:01:00,2020-01-23T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45139,2020-01-06T16:00:00,2020-01-14T17:01:00,2020-01-03T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,NULL,1,0,0
45164,2020-01-12T11:00:00,2020-01-19T18:32:00,2020-01-10T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45171,2020-01-19T11:00:00,2020-01-26T17:32:00,2020-01-17T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45172,2020-01-20T11:00:00,2020-01-27T13:01:00,2020-01-17T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45863,2020-01-30T16:00:00,2020-02-12T18:01:00,2020-01-29T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45174,2020-01-21T23:00:00,2020-01-29T18:02:00,2020-01-22T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45182,2020-01-16T22:00:00,2020-01-17T20:00:00,2020-01-10T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45908,2020-02-13T11:00:00,2020-02-20T12:02:00,2020-02-12T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45200,2020-01-10T16:00:00,2020-01-19T19:01:00,2020-01-06T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45293,2020-02-17T16:00:00,2020-02-23T18:01:00,2020-02-14T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Woninginrichting,1,0,0
45301,2020-01-07T16:00:00,2020-01-14T17:01:00,2020-01-06T00:00:00,105,001. Seller location,Consumer & Small Business,Kleding en schoenen,0,1,0
45303,2020-01-26T22:00:00,2020-01-27T20:00:00,2020-01-24T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45304,2020-01-27T22:00:00,2020-01-28T20:00:00,2020-01-24T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45305,2020-01-28T22:00:00,2020-01-29T20:00:00,2020-01-24T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45306,2020-01-29T22:00:00,2020-01-30T20:00:00,2020-01-24T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45308,2020-01-26T13:00:00,2020-01-27T10:00:00,2020-01-24T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45312,2020-01-30T13:00:00,2020-01-31T10:00:00,2020-01-24T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45326,2020-02-19T16:00:00,2020-02-26T15:01:00,2020-02-11T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45337,2020-01-21T16:00:00,2020-01-25T15:01:00,2020-01-20T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45341,2020-02-08T16:00:00,2020-02-16T17:01:00,2020-02-07T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45342,2020-01-14T16:00:00,2020-01-18T16:00:00,2020-01-13T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45350,2020-01-18T16:00:00,2020-01-26T17:01:00,2020-01-16T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45932,2020-02-09T11:00:00,2020-02-16T18:32:00,2020-02-07T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45941,2020-02-03T16:01:00,2020-02-19T18:01:00,2020-01-31T00:00:00,109,001. Seller location,Consumer & Small Business,NULL,0,1,0
45960,2020-01-30T16:01:00,2020-02-13T17:01:00,2020-01-29T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45980,2020-02-10T16:00:00,2020-02-19T15:00:00,2020-02-07T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45999,2020-02-13T16:01:00,2020-02-27T18:01:00,2020-02-11T00:00:00,103,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
46001,2020-02-24T22:00:00,2020-02-25T20:00:00,2020-02-20T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
46037,2020-02-06T11:00:00,2020-02-13T15:01:00,2020-02-04T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
46060,2020-02-17T16:01:00,2020-02-25T18:30:00,2020-02-13T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
46092,2020-02-14T10:00:00,2020-02-17T17:30:00,2020-02-13T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
46119,2020-02-15T08:00:00,2020-02-26T17:01:00,2020-02-14T00:00:00,115,001. Auction Centre - Delivery,Consumer & Small Business,Consumentengoederen,0,0,0
46186,2020-02-17T16:01:00,2020-02-27T19:00:00,2020-02-14T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45445,2020-01-14T16:00:00,2020-01-23T17:01:00,2020-01-13T00:00:00,109,001. Seller location,Consumer & Small Business,NULL,0,1,0
45447,2020-01-23T16:00:00,2020-02-04T18:01:00,2020-01-21T00:00:00,103,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45462,2020-02-02T22:00:00,2020-02-03T20:00:00,2020-01-31T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45475,2020-02-08T22:00:00,2020-02-09T17:00:00,2020-01-31T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45476,2020-01-27T16:00:00,2020-02-10T17:01:00,2020-01-24T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,1,0
45218,2020-01-07T11:00:00,2020-01-14T11:02:00,2019-12-24T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,0,1,0
45224,2020-02-21T23:00:00,2020-02-28T22:59:00,2020-02-21T00:00:00,101,001. Recommerce - Pick up,Consumer & Small Business,Consumentengoederen,0,0,0
45233,2020-01-23T16:00:00,2020-01-30T17:32:00,2020-01-17T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45239,2019-12-28T16:00:00,2020-01-04T17:01:00,2019-12-27T00:00:00,104,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45262,2020-01-23T13:00:00,2020-01-24T10:00:00,2020-01-17T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45272,2020-01-14T16:00:00,2020-01-21T18:01:00,2020-01-13T00:00:00,101,001. Recommerce - Pick up,Consumer & Small Business,NULL,0,0,0
45273,2020-01-18T16:00:00,2020-01-25T18:01:00,2020-01-17T00:00:00,101,001. Recommerce - Pick up,Consumer & Small Business,NULL,0,0,0
45277,2020-01-17T11:00:00,2020-01-25T18:02:00,2020-01-15T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45281,2020-01-30T11:00:00,2020-02-07T11:02:00,2020-01-29T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45284,2020-01-17T16:00:00,2020-01-23T17:32:00,2020-01-10T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45285,2020-02-14T16:00:00,2020-02-20T17:32:00,2020-02-07T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45297,2020-01-21T16:00:00,2020-01-27T18:01:00,2020-01-17T00:00:00,103,001. Seller location,Consumer & Small Business,Houtindustrie,0,0,0
45331,2020-01-21T16:00:00,2020-01-25T15:01:00,2020-01-20T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45373,2020-01-14T16:00:00,2020-01-25T18:01:00,2020-01-10T00:00:00,115,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45388,2020-01-24T11:00:00,2020-02-02T18:01:00,2020-01-24T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,0,1,0
45393,2020-01-29T11:00:00,2020-02-05T18:02:00,2020-01-24T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45405,2020-02-08T16:00:00,2020-02-16T17:01:00,2020-02-06T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45425,2020-01-20T16:00:00,2020-01-27T17:01:00,2020-01-17T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
45438,2020-01-24T16:00:00,2020-02-17T17:01:00,2020-01-22T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
45356,2020-01-20T16:00:00,2020-01-28T15:00:00,2020-01-17T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45374,2020-01-16T11:00:00,2020-01-23T17:32:00,2020-01-14T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,1,1,0
45375,2020-01-18T11:00:00,2020-01-27T18:01:00,2020-01-17T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,1,1,0
45380,2020-01-19T11:00:00,2020-01-25T17:02:00,2020-01-17T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45382,2020-01-26T11:00:00,2020-02-02T18:31:00,2020-01-24T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45383,2020-01-21T11:00:00,2020-01-28T18:31:00,2020-01-20T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45384,2020-01-14T11:00:00,2020-01-21T19:01:00,2020-01-14T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45385,2020-01-28T11:00:00,2020-02-04T12:01:00,2020-01-28T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45397,2020-01-30T11:00:00,2020-02-06T19:01:00,2020-01-28T00:00:00,100,001. Art Recurrent,Art & Antiques,Wijn,0,1,0
45404,2020-01-25T16:00:00,2020-02-02T17:01:00,2020-01-23T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45413,2020-01-14T16:00:00,2020-01-22T18:01:00,2020-01-13T00:00:00,101,001. Seller location,Consumer & Small Business,Woninginrichting,0,1,0
45432,2020-01-19T23:00:00,2020-02-03T19:30:00,2020-01-17T00:00:00,110,006.Automotive,Automotive,Auto's,0,1,0
45441,2020-01-13T16:00:00,2020-01-20T18:01:00,2020-01-10T00:00:00,102,001. Seller location,Consumer & Small Business,NULL,0,1,0
45453,2020-01-23T16:00:00,2020-02-04T19:00:00,2020-01-22T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45471,2020-02-06T13:00:00,2020-02-07T10:00:00,2020-01-31T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45489,2020-01-25T16:01:00,2020-02-02T17:01:00,2020-01-23T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45490,2020-02-08T16:01:00,2020-02-16T17:01:00,2020-02-06T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45493,2020-01-20T16:00:00,2020-01-31T19:01:00,2020-01-17T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Consumentengoederen,0,0,0
45495,2020-01-21T16:00:00,2020-01-28T18:01:00,2020-01-20T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45497,2020-01-22T16:00:00,2020-01-29T18:01:00,2020-01-20T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45499,2020-02-01T11:00:00,2020-02-08T16:32:00,2020-01-24T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45482,2020-01-18T16:01:00,2020-01-25T16:01:00,2020-01-17T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45492,2020-01-20T16:00:00,2020-01-31T17:01:00,2020-01-17T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45504,2020-02-03T16:00:00,2020-02-17T15:01:00,2020-01-31T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,Consumentengoederen,0,0,0
45507,2020-01-16T16:00:00,2020-01-27T18:01:00,2020-01-15T00:00:00,NULL,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,1,0
45512,2020-01-29T16:01:00,2020-02-05T18:01:00,2020-01-28T00:00:00,101,001. Recommerce - Pick up,Consumer & Small Business,NULL,0,0,0
45517,2020-01-27T11:00:00,2020-02-02T18:02:00,2020-01-24T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45522,2020-02-21T11:00:00,2020-02-27T18:01:00,2020-02-20T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45539,2020-02-18T16:00:00,2020-02-23T19:01:00,2020-02-16T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,0,0
45541,2020-02-07T16:00:00,2020-02-23T18:01:00,2020-02-04T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,0,0
45550,2020-01-24T10:00:00,2020-01-27T17:30:00,2020-01-23T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
46197,2020-02-18T16:01:00,2020-02-26T18:01:00,2020-02-17T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,1,0
46205,2020-02-19T16:01:00,2020-02-27T17:01:00,2020-02-18T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45561,2020-02-09T11:00:00,2020-02-16T10:02:00,2020-02-07T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,0,1,0
45615,2020-02-10T11:00:00,2020-02-17T17:32:00,2020-02-10T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45619,2020-02-08T16:01:00,2020-02-19T18:01:00,2020-02-07T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,0,0
45624,2020-02-14T16:00:00,2020-02-28T19:00:00,2020-02-07T00:00:00,115,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45680,2020-02-13T08:00:00,2020-02-17T19:30:00,2020-02-12T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45690,2020-01-23T16:00:00,2020-01-29T17:01:00,2020-01-22T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45703,2020-02-01T11:00:00,2020-02-08T08:01:00,2020-01-31T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,1,1,0
45514,2020-01-22T11:00:00,2020-02-03T18:31:00,2020-01-21T00:00:00,103,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,Sieraden en horloges,1,1,0
45530,2020-02-08T08:00:00,2020-02-14T18:30:00,2020-02-07T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Fietsen,0,0,0
45535,2020-01-20T16:00:00,2020-02-03T15:00:00,2020-01-20T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,1,0,0
46337,2020-02-19T11:00:00,2020-02-27T11:01:00,2020-02-18T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,1,1,0
45730,2020-01-31T10:00:00,2020-02-03T18:01:00,2020-01-30T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
45731,2020-02-03T16:01:00,2020-02-10T17:01:00,2020-01-31T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
45755,2020-02-15T08:00:00,2020-02-21T15:04:00,2020-02-14T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45759,2020-02-06T08:00:00,2020-02-13T18:01:00,2020-02-05T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45772,2020-02-05T16:00:00,2020-02-17T17:01:00,2020-02-04T00:00:00,105,001. Seller location,Consumer & Small Business,NULL,0,1,0
45773,2020-02-12T16:00:00,2020-02-24T17:01:00,2020-02-11T00:00:00,105,001. Seller location,Consumer & Small Business,NULL,0,1,0
45775,2020-02-20T16:00:00,2020-02-27T17:32:00,2020-02-14T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45796,2020-01-28T08:00:00,2020-02-04T18:30:00,2020-01-27T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45797,2020-01-29T11:00:00,2020-02-09T18:01:00,2020-01-28T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45827,2020-02-11T16:00:00,2020-02-16T15:04:00,2020-02-09T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,1
45828,2020-02-18T16:01:00,2020-02-23T15:04:00,2020-02-16T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,1
45835,2020-02-18T16:01:00,2020-02-23T15:04:00,2020-02-16T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,1
45552,2020-01-27T16:00:00,2020-02-02T17:01:00,2020-01-24T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
45573,2020-02-19T16:00:00,2020-02-27T17:01:00,2020-02-16T00:00:00,115,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45843,2020-02-17T22:00:00,2020-02-18T20:00:00,2020-02-13T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45856,2020-02-21T17:01:00,2020-02-22T09:00:00,2020-02-13T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45858,2020-02-22T17:01:00,2020-02-23T09:00:00,2020-02-13T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45875,2020-02-05T11:00:00,2020-02-12T18:01:00,2020-02-04T00:00:00,109,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,NULL,1,1,0
45879,2020-02-19T11:00:00,2020-02-26T18:01:00,2020-02-18T00:00:00,109,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,NULL,1,1,0
46346,2020-02-19T16:01:00,2020-02-26T18:30:00,2020-02-18T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45579,2020-02-22T16:01:00,2020-02-29T16:01:00,2020-02-21T00:00:00,102,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45588,2020-02-06T16:01:00,2020-02-12T18:01:00,2020-02-03T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,0
45597,2020-02-10T16:00:00,2020-02-25T18:01:00,2020-02-07T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,NULL,0,1,0
45601,2020-02-01T16:00:00,2020-02-06T19:01:00,2020-01-31T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45602,2020-02-05T16:00:00,2020-02-09T19:01:00,2020-02-04T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45604,2020-02-07T16:00:00,2020-02-11T19:01:00,2020-02-06T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45606,2020-02-08T16:00:00,2020-02-13T19:01:00,2020-02-07T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45620,2020-02-06T16:00:00,2020-02-17T15:00:00,2020-02-05T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45635,2020-02-07T16:00:00,2020-02-13T18:31:00,2020-02-05T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,0,0
45656,2020-01-23T08:00:00,2020-01-27T19:30:00,2020-01-22T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45675,2020-02-13T16:01:00,2020-02-20T17:01:00,2020-02-10T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45681,2020-02-08T16:00:00,2020-02-20T18:00:00,2020-02-07T00:00:00,101,001. Seller location,Consumer & Small Business,Woninginrichting,0,1,0
45732,2020-02-04T08:00:00,2020-02-10T17:01:00,2020-02-03T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,0,0
45738,2020-02-20T16:01:00,2020-02-27T18:01:00,2020-02-16T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,0
45741,2020-01-29T14:00:00,2020-02-05T18:30:00,2020-01-24T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45756,2020-02-22T08:00:00,2020-02-28T15:04:00,2020-02-21T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45760,2020-02-20T08:00:00,2020-02-27T18:01:00,2020-02-19T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45763,2020-02-08T08:00:00,2020-02-16T19:01:00,2020-02-06T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45767,2020-02-13T08:00:00,2020-02-20T19:01:00,2020-02-12T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Woninginrichting,1,0,0
45784,2020-02-05T11:00:00,2020-02-12T10:02:00,2020-02-04T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45785,2020-02-06T11:00:00,2020-02-13T18:32:00,2020-02-04T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45786,2020-02-11T08:00:00,2020-02-24T15:00:00,2020-02-10T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45787,2020-02-17T08:00:00,2020-02-26T18:01:00,2020-02-14T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45790,2020-02-06T16:01:00,2020-02-13T19:01:00,2020-02-05T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45808,2020-02-22T16:01:00,2020-02-27T19:01:00,2020-02-20T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45816,2020-02-17T23:00:00,2020-02-29T22:59:00,2020-02-17T00:00:00,105,001. Seller location,Consumer & Small Business,NULL,0,1,0
45845,2020-02-18T22:00:00,2020-02-19T20:00:00,2020-02-13T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45846,2020-02-19T22:00:00,2020-02-20T20:00:00,2020-02-13T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45849,2020-02-03T16:00:00,2020-02-20T17:01:00,2020-01-31T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
45854,2020-02-19T13:00:00,2020-02-20T10:00:00,2020-02-13T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45859,2020-02-22T22:00:00,2020-02-23T17:00:00,2020-02-13T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45903,2020-02-09T11:00:00,2020-02-16T17:32:00,2020-02-07T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45910,2020-02-15T11:00:00,2020-02-22T18:02:00,2020-02-14T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45911,2020-02-16T11:00:00,2020-02-23T18:02:00,2020-02-14T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45915,2020-02-20T11:00:00,2020-02-27T18:32:00,2020-02-19T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45927,2020-02-18T11:00:00,2020-02-25T11:02:00,2020-02-17T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45930,2020-01-30T16:01:00,2020-02-10T19:30:00,2020-01-29T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
